,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,id,bio,short_bio,coach_type,is_filterable,is_instructor_group,is_visible,is_announced,list_order,featured_profile,film_link,facebook_fan_page,music_bio,spotify_playlist_uri,background,ordered_q_and_as,instagram_profile,strava_profile,twitter_profile,quote,username,name,first_name,last_name,user_id,life_style_image_url,bike_instructor_list_display_image_url,web_instructor_list_display_image_url,ios_instructor_list_display_image_url,about_image_url,image_url,jumbotron_url,jumbotron_url_dark,jumbotron_url_ios,web_instructor_list_gif_image_url,instructor_hero_image_url,workout_share_images,fitness_disciplines
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,b8c2734e18a7496fa146b3a42465da67,"To Aditi, yoga goes beyond movement and can bring freedom and joy into life. Having lived and practiced yoga in India and NYC, Aditi’s style of teaching is anchored in tradition, creativity, fun, and flowing, challenging her students to grow from the inside out. She has been named one of NYC’s best instructors, led exciting events like a live 2000+ person class in Time Square, and helped to launch Peloton Yoga and Meditation in 2018! Deeply connected to storytelling and music, Aditi shines when teaching artist series classes, and her own signature series Flow and Let Go.",,peloton_coach,True,False,True,True,9,True,,,,spotify:playlist:471M1nOj0kuv8tqqmSwSDy,"Yoga is a practice that allows us to thread together the external with the internal - the physical workings with the mental, emotional, spiritual.","[['How Do You Motivate?', 'Yoga is a direction - you are aiming for a posture. You don’t have to get there today, but you do have to start, you do have to try. When I began practicing, I could not get my hands to the ground.'], ['Outside of Peloton ', 'I’m a total nerd about health and love to read about science. I also love to travel the world and I lived in Mumbai for a few years and love it there. I’ve climbed Kilimanjaro, and love to trek and hike.'], ['', '']]",,,,Practice makes progress.,aditishah,Aditi Shah,Aditi,Shah,b3ddf2fd15d8437db6d96ceb1ca43f99,https://s3.amazonaws.com/workout-metric-images-prod/0ff6d91c3cec425882bed078aee539ae,,https://s3.amazonaws.com/workout-metric-images-prod/5c57aa0949e1416aa983ecafafc21c61,https://s3.amazonaws.com/workout-metric-images-prod/c53409bfcfb341c28b1c3f5583c91315,https://s3.amazonaws.com/workout-metric-images-prod/6a7dca8299ed497784c42870a053b62f,https://s3.amazonaws.com/workout-metric-images-prod/c35775f45c604f2cbb565d0a346447ba,,https://s3.amazonaws.com/workout-metric-images-prod/372a69ac9a16497fbca5aedc679999b4,https://s3.amazonaws.com/workout-metric-images-prod/1d1b84092858476384817549fded953d,,https://s3.amazonaws.com/workout-metric-images-prod/881ed17ee5464bc09b7b6cc114fac8fe,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'circuit', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cycling', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'meditation', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/32d8ec7be264470bba71ef70df4ec3dc'}, {'fitness_discipline': 'running', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'strength', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'stretching', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'walking', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'yoga', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/80cfbfdc29c7424f9ce3c489e23f075b'}]","['meditation', 'yoga']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,f962a2b1b34d424cabab73bef81bc8db,"Adrian is a powerhouse instructor with an unexpected tender side. A native New Yorker with bold Bronx energy, Adrian is a competitive sprinter—but he’s not all speed and strength. Adrian's lighthearted sense of humor is what really shines through his coaching. His goal is to encourage others and bring joy through fitness. When he’s not at the gym, you can find Adrian perfecting his craft behind the camera. Adrian is a passionate photographer and finds peace in the creative process.","Adrian is a powerhouse instructor with an unexpected tender side. A native New Yorker with bold Bronx energy, Adrian is a competitive sprinter—but he’s not all speed and strength. His lighthearted sense of humor shines through his coaching.",peloton_coach,True,False,True,True,10,True,,,,spotify:playlist:0NsytVrJeDQ6jEQBZcHHGu,"Working out should feel good! My goal is to empower people to form healthy habits to carry with them for the rest of their lives. I will challenge you, then hit you with positivity. At the end of the day, I want to bring you joy!","[['How Do You Motivate?', 'I encourage you to embrace being uncomfortable. That’s where growth happens. I try not to take myself too seriously, though. My workouts are tough, but I like to lead with humor. I want you to leave with a smile!'], ['Outside of Peloton', 'Photography has been a growing passion of mine. Fitness requires so much energy, and photography helps me slow down and appreciate small moments. I also love to cook too, because I love to eat!'], ['', '']]",,,,“Never give up because great things take time.”,nooneissafe,Adrian Williams,Adrian,Williams,8bb5f9c485a543c681e903bf9bb01019,https://s3.amazonaws.com/workout-metric-images-prod/470ba0ef2d9d4cc5b9c2b08f0defa992,,https://s3.amazonaws.com/workout-metric-images-prod/7903cf40df6b451a957f65819050a0b4,https://s3.amazonaws.com/workout-metric-images-prod/a4bdedc9b6974de9983ebea0e49b82d0,https://s3.amazonaws.com/workout-metric-images-prod/924cc5495ca14904a72b8067eb39be64,https://s3.amazonaws.com/workout-metric-images-prod/e36e12cba2f04b608ff9f2c8090efad9,,https://s3.amazonaws.com/workout-metric-images-prod/b37fb88a116c4d66aaaf88cb83fb3802,https://s3.amazonaws.com/workout-metric-images-prod/951b9049db2c486fb383bc2440a9d0c5,,https://s3.amazonaws.com/workout-metric-images-prod/710dd3803c6142e882178f5f81d51620,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/723d5ff34b714ca589fe6fe3b3df7b41'}, {'fitness_discipline': 'circuit', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/2998379f34f54dcc87b233afab7f26dd'}, {'fitness_discipline': 'cycling', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'meditation', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'running', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/723d5ff34b714ca589fe6fe3b3df7b41'}, {'fitness_discipline': 'strength', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/2998379f34f54dcc87b233afab7f26dd'}, {'fitness_discipline': 'stretching', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/723d5ff34b714ca589fe6fe3b3df7b41'}, {'fitness_discipline': 'walking', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/723d5ff34b714ca589fe6fe3b3df7b41'}, {'fitness_discipline': 'yoga', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}]","['strength', 'walking', 'circuit', 'running', 'stretching', 'cardio']"
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2e57092bee334c8c8dcb9fe16ba5308c,"Alex Toussaint has a love for fitness, teamwork and discipline rooted in his military school background. With his eye always on the prize, Alex uses the power of positivity to motivate Members to confront their limitations and push past them. In his class, you can expect a well-structured ride, and to walk out feeling his mantra in your bones: “Feel good, look good, do better.” ","""Feel good. Look good. Do better! 
… Trust the Process!""
",peloton_coach,True,False,True,True,12,True,,https://www.facebook.com/alextoussaintfitness/,Check out a sample of Alex’s current class playlist.,spotify:playlist:1xVuDU0GOGaUcijQTHXBSe,I approach all my classes like it might be my last one. Watching Members become the best version of themselves truly inspires me to give it my all every ride I teach.,"[['How Do You Motivate?', 'Using my military background, I push my Members to their full potential at all times. I want Members to approach my workout like an athlete, and leave feeling like a champion.\r\n'], ['Outside of Peloton', ""When I’m off the Bike I’m on the basketball court or gym. Fitness isn't just my hobby, it’s my life!""], ['', '']]",,,,"Feel good. Look good. Do better! 
… Trust the Process!",AlexToussaint,Alex Toussaint,Alex,Toussaint,f42d9968258c4877b8aea54cbe51ad77,https://s3.amazonaws.com/workout-metric-images-prod/ed338e46f7e746409a7e0a2d28ddedda,,https://s3.amazonaws.com/workout-metric-images-prod/43350a0e581d45f0bf1a98f18f26b637,https://s3.amazonaws.com/workout-metric-images-prod/8af7ac20ff26473093c47c84c71c7894,https://s3.amazonaws.com/workout-metric-images-prod/a914e36fa78046bd9d078352831ddad9,https://s3.amazonaws.com/workout-metric-images-prod/108e25fac8a04d709c61e7df39a0d5d6,,https://s3.amazonaws.com/workout-metric-images-prod/b5e3da85050748368eee9aeaa5a96ac3,https://s3.amazonaws.com/workout-metric-images-prod/e4c30e1a1f094271bf65369af0206fe0,,https://s3.amazonaws.com/workout-metric-images-prod/10e643fc3b7b44928e3c97a372322874,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://workout-metric-images-prod.s3.amazonaws.com/0463c29c98ca458c8e20727f4f5fb1fb'}, {'fitness_discipline': 'circuit', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cycling', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/f436bcf3a02147e19a0f4aa6dffff620'}, {'fitness_discipline': 'meditation', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'running', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'strength', 'image_url': 'https://workout-metric-images-prod.s3.amazonaws.com/85769602198f472e96fac967e9f33ba0'}, {'fitness_discipline': 'stretching', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'walking', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'yoga', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}]",['cycling']
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,731d7b7f6b414a49892c21f01e25317d,"As a model, dancer, certified health coach, host of the Brooklyn Nets, runner, and the founder of fitness lifestyle brand Love Squad, Ally really does it all. At Peloton as in all of her pursuits, Ally’s goal is to lead by example while empowering people to approach wellness and fitness in a positive light. When she’s not on the Peloton Bike, you can find her flexing her entrepreneurial muscles, or enjoying a good doughnut. ","They say the early bird gets the worm, but the early bird only gets whatever is left over from the hustlers.",peloton_coach,True,False,True,True,13,True,,https://www.facebook.com/allylovepeloton/,Check out a sample of Ally’s current class playlist.,spotify:playlist:6LyU7lstAG4DizgHdpMyw8,"My life goal is to remind the world that we all have one life to live, and together we should live it to the fullest. I believe that what connects us most is the power of sweat, and physically working through things as a team.","[['How Do You Motivate?', 'We ride to become boss of the Bike and to remind ourselves that we are the boss of our lives. My classes are designed to make you feel proud and uplifted, both on and off the bike.'], ['Outside of Peloton', ""I always try find the right balance of fun and work, knowing they don't have to be different things. Off the Bike I love donuts, tennis, basketball, karaoke and parties.""], ['', '']]",,,,"They say the early bird gets the worm, but the early bird only gets whatever is left over from the hustlers.",AllyMissLove,Ally Love,Ally,Love,2c094f455ec64611baf612dfdef1f6a7,https://s3.amazonaws.com/workout-metric-images-prod/5b812e410b5a4ab4b8573ab2b1e2b5ad,,https://s3.amazonaws.com/workout-metric-images-prod/747e496370f04f89a71a288ba781a3d5,https://s3.amazonaws.com/workout-metric-images-prod/2b1027db53cc48c0bcc2e999ac224ae8,https://s3.amazonaws.com/workout-metric-images-prod/c9dc8874b5f5431cb49e57fcfd09abf4,https://s3.amazonaws.com/workout-metric-images-prod/85182219e21c43b39aa1251dd8f12adb,,https://s3.amazonaws.com/workout-metric-images-prod/3aa1d1019b904fdea345a771049f01d9,https://s3.amazonaws.com/workout-metric-images-prod/66e9c17e00344d5aa4c6eb5d01fbb1bf,,https://s3.amazonaws.com/workout-metric-images-prod/10ffe17da2334080a45f77d0cb239325,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/8573b6b8cdaf4cc392a2de1683ea0d75'}, {'fitness_discipline': 'circuit', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cycling', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/381961d5917b4479895e25d3dabc6397'}, {'fitness_discipline': 'meditation', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'running', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'strength', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/8573b6b8cdaf4cc392a2de1683ea0d75'}, {'fitness_discipline': 'stretching', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/8573b6b8cdaf4cc392a2de1683ea0d75'}, {'fitness_discipline': 'walking', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'yoga', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}]",['cycling']
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,c9fa21c2004c4544a7c35c28a6196c77,"Andy takes a technique-centered approach to fitness, drawing on his experience as an accomplished former gymnast and pole vaulter in his home state of Connecticut. A celebrated personal trainer in NYC before joining Peloton, Andy is inspired by the world-class fitness and strength coaches who taught him, and brings his breadth of training knowledge to every workout.","""Fight Fatigue with Focus.""",peloton_coach,True,False,True,True,14,True,,https://www.facebook.com/AndySpeerPeloton/,,spotify:playlist:5A0oz7QUqSTV7JIAWKiLeM,"My inspiration for teaching is rooted in helping others improve their lives through fitness, as other coaches have done for me, now it’s my turn to pay it forward.","[['How Do You Motivate?', 'I want members to approach my class with an intent to be challenged and grow. I focus on technique and ensure that there is a purpose behind everything I ask of you.'], ['Outside of Peloton', 'My training also includes gymnastics, kettlebells, Olympic weightlifting, Muay Thai kickboxing, and yoga. I also enjoy watching documentaries, meditation, reading, and listening to Podcasts.'], ['', '']]",,,,Fight Fatigue with Focus.,ASpeer,Andy Speer,Andy,Speer,1983bc74b89c403db8876500b1895573,https://s3.amazonaws.com/workout-metric-images-prod/8411c574a4104025ab2916d8ee54edab,,https://s3.amazonaws.com/workout-metric-images-prod/afd27714abe24e0dacf95ee18d0c9a8e,https://s3.amazonaws.com/workout-metric-images-prod/5e572b684c0a456cb8fe98583753c655,https://s3.amazonaws.com/workout-metric-images-prod/69b41ec59e9447668b6ab8dd9ee9673a,https://s3.amazonaws.com/workout-metric-images-prod/1fb64dadf60c440e92aa0dab89e879af,,https://s3.amazonaws.com/workout-metric-images-prod/cfc46a46f3394495a39c1f5e3ababe99,https://s3.amazonaws.com/workout-metric-images-prod/1eb06d23f03746e097e54327e40b50d2,,https://s3.amazonaws.com/workout-metric-images-prod/86a2dd21432c409da10e421d2db10eb9,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/ee64fd9af8e04d08a5f3b74ec6480098'}, {'fitness_discipline': 'circuit', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/f23c506d4dc3495185590e82228eeea9'}, {'fitness_discipline': 'cycling', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'meditation', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'running', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/45794c9b8f13472f82d4cdff4367529b'}, {'fitness_discipline': 'strength', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/f23c506d4dc3495185590e82228eeea9'}, {'fitness_discipline': 'stretching', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/ee64fd9af8e04d08a5f3b74ec6480098'}, {'fitness_discipline': 'walking', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/45794c9b8f13472f82d4cdff4367529b'}, {'fitness_discipline': 'yoga', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}]","['strength', 'walking', 'circuit', 'running', 'stretching', 'cardio']"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,a8c56f162c964e9392568bc13828a3fb,"When Anna first turned to yoga, she felt a switch turn on inside of her. As she built a deeper connection with her mind and body, she began accomplishing things she never knew possible. Moved to share the transformative properties of the practice with others, Anna dove head first into yoga. Anna has crafted a unique teaching style that uses movement and music to help her Members connect to the same healing properties of yoga that she has experienced over the years. Anna is a prominent teacher trainer, workshop leader and instructor in NYC.",“Look for balance but always be willing to fall”,peloton_coach,True,False,True,True,15,True,,,,spotify:playlist:7G8bkXxki1aVYZSUFkuRNZ,"My classes combine heat building movement with precise, focused instruction for Members to find stability and space in their bodies and minds. Watching Members grow and thrive on the mat and in their lives is what inspires me to teach!","[['How Do You Motivate?', 'I aim to inspire people to do their best and let go of the results. Yoga is not a competition or performance, it’s just for you (how great is that?). It’s a tool to strengthen your relationship with yourself.'], ['Outside of Peloton', 'When I’m not standing on my hands, you can catch me traveling the world whenever, and wherever I can. I enjoy being in nature, hiking, biking and just walking around and taking it all in.'], ['', '']]",,,,Look for balance but always be willing to fall.,agreenberg,Anna Greenberg,Anna,Greenberg,026d817a66704ea6b5bc148ba0b803f7,https://s3.amazonaws.com/workout-metric-images-prod/b07a4ad3f0504d589f13d760ce010cd3,,https://s3.amazonaws.com/workout-metric-images-prod/a423930b36cc4794b1d1ea836f33768c,https://s3.amazonaws.com/workout-metric-images-prod/3c7b43033049475b9b3b95d67848c683,https://s3.amazonaws.com/workout-metric-images-prod/76f3fbaa9c6448579f7d0d9bed8a5b53,https://s3.amazonaws.com/workout-metric-images-prod/129eb1916178457fac5a39476a1211ce,,https://s3.amazonaws.com/workout-metric-images-prod/6081ded723014f1c9e89841efac9dfd7,https://s3.amazonaws.com/workout-metric-images-prod/028db643b6d0412f898afe791a0d9d34,,https://s3.amazonaws.com/workout-metric-images-prod/7e14b96b609f4e47b497ef9b844a5b98,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'circuit', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cycling', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'meditation', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/998be6435781467d875b2b91cc61cc2e'}, {'fitness_discipline': 'running', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'strength', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'stretching', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'walking', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'yoga', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/e99d8411bb7a447c9a09ba48633b05b8'}]","['meditation', 'yoga']"
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,6.0,286fc17080d34406a54b80ad8ff83e12,"Becs joins Peloton from London as an accomplished distance runner and coach who uses the sport as a way to explore the world. From adventurous trails, tropical beaches, and exotic volcanoes, to sub-3:00 marathons and demanding ultramarathons, she’s run across the globe and can’t wait for her next journey on the Peloton Tread. When teaching, Becs shares wisdom from her own training experience to help inspire everyone from first time runners to seasoned athletes. No matter how experienced you are, you’ll leave her class smiling and proud, energized to tackle your next challenge.","""Challenge yourself, and be determined to thrive.""",peloton_coach,True,False,True,True,16,True,,https://www.facebook.com/becsgentrypeloton/,,spotify:playlist:7nLyARJhygtTzAwO8UlhtV,"My inspiration comes from running all around the world! I want to teach the people in my class to love the way running makes them feel. My approach is tough, but I’ll always run with a smile because my passion for the sport is so alive.","[['How Do You Motivate?', 'I share a lot of my own personal training experiences to relate to people in my classes. I want Members to see that we have the same goals, and are on a journey together.'], ['Outside of Peloton', 'I train for my own goals, setting myself up for whatever my next race may be. I adore spending time eating my way around cities, so moving to NYC has been a dream and I keep finding amazing new places everywhere I go.'], ['', '']]",,,,"Challenge yourself, and be determined to thrive.",BecsGentry,Becs Gentry,Becs,Gentry,81be40879cf34e4581e1840d217146e3,https://s3.amazonaws.com/workout-metric-images-prod/adc7373b2e734f09a97ca51c3bfc5da6,,https://s3.amazonaws.com/workout-metric-images-prod/f330cae7b2bd49d7b7300c35ba479f7e,https://s3.amazonaws.com/workout-metric-images-prod/37913816c8d94c3ea00a1fb941bea157,https://s3.amazonaws.com/workout-metric-images-prod/b9bbff07102b4a3ab9ade5b328372db6,https://s3.amazonaws.com/workout-metric-images-prod/0d185aebed3442ce8288dce5f907147d,,https://s3.amazonaws.com/workout-metric-images-prod/ce88865d40e74a07bf76cdc5c29529be,https://s3.amazonaws.com/workout-metric-images-prod/03a894c7bb1f4f9a995a504eb3cb4a75,,https://s3.amazonaws.com/workout-metric-images-prod/fd5be9e6d5e047b0b2f83a3422762001,"[{'fitness_discipline': 'bike_bootcamp', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'cardio', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/a35009f4d44a42ac997acd5d1776421c'}, {'fitness_discipline': 'circuit', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/8994c5cc9a924429901186b9e1caa323'}, {'fitness_discipline': 'cycling', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'meditation', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}, {'fitness_discipline': 'running', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/43104a0f7b8a4741815fbc8387801393'}, {'fitness_discipline': 'strength', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/a35009f4d44a42ac997acd5d1776421c'}, {'fitness_discipline': 'stretching', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/8994c5cc9a924429901186b9e1caa323'}, {'fitness_discipline': 'walking', 'image_url': 'https://s3.amazonaws.com/workout-metric-images-prod/43104a0f7b8a4741815fbc8387801393'}, {'fitness_discipline': 'yoga', 'image_url': 'https://strava-default-images.s3-us-west-2.amazonaws.com/workout_share_image/default.png'}]","['stretching', 'strength', 'walking', 'running']"
