created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,created,device_time_created_at,strava_id,fitbit_id,effort_zones,instructor_name,workout_timestamp,workout: day of week,workout: time of day,workout: month and year
1615709702.0,home_bike_v1,1615711562.0,cycling,True,True,58bb101e30954dd6ab73b4fa29143dde,True,cycling,Cycling Workout,c6b6a42c4de247b9aa60cdde4144ef96,home_bike,1615709763.0,COMPLETE,UTC,,92078.61,716fbfbf70a644a4abbb77d37f00a574,class,1831.0,0.0,1896.0,0.0,,,1615709702.0,1615709702.0,,,,Hannah Frankson,2021-03-14 08:15,Sunday,morning,March-21
1615659797.0,home_bike_v1,1615660276.0,cycling,True,True,09db52bc393a446f8fa832147e5d79aa,True,cycling,Cycling Workout,aad9505121944bc2b9ccdb5f9deb5b97,home_bike,1615659858.0,COMPLETE,UTC,,17606.44,716fbfbf70a644a4abbb77d37f00a574,class,451.0,0.0,477.0,0.0,,,1615659797.0,1615659797.0,,,,Sam Yo,2021-03-13 18:23,Saturday,evening,March-21
