created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,created,device_time_created_at,strava_id,fitbit_id,effort_zones,instructor_name,workout_timestamp,workout: day of week,workout: time of day,workout: month and year
1586448652.0,iPhone,1586448769.0,yoga,False,False,d5f55174c4de4151a4ad5ce7e4db67cf,False,,Yoga Workout,cfb10d0eb63749ba942addd04a4d232e,iOS_app,1586448682.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,84.0,6.0,,,,,1586448652.0,1586434252.0,,,,Anna Greenberg,2020-04-09 16:10,Thursday,early afternoon,April-20
1586448218.0,iPhone,1586448389.0,yoga,False,False,98470c2191c645c297adc66690688d49,False,,Yoga Workout,a34fa544a28f4c72b6add443826afc1c,iOS_app,1586448249.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,130.0,18.0,,,,,1586448218.0,1586433818.0,,,,Anna Greenberg,2020-04-09 16:03,Thursday,early afternoon,April-20
1586447131.0,iPhone,1586448150.0,yoga,False,False,9ba0cd0e154544b1b911b59bad96c5a1,False,,Yoga Workout,2edac5b0e2ce412f8a538c38692d2091,iOS_app,1586447221.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,980.0,31.0,,,,,1586447131.0,1586432731.0,,,,Anna Greenberg,2020-04-09 15:45,Thursday,early afternoon,April-20
1586444325.0,iPhone,1586444775.0,yoga,False,False,379101a7456848b89ff1f0ce09dc5ec1,False,,Yoga Workout,f303097358774154befb31777c0773d1,iOS_app,1586444416.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,448.0,0.0,,,,,1586444325.0,1586429925.0,,,,Anna Greenberg,2020-04-09 14:58,Thursday,early afternoon,April-20
1586361733.0,iPhone,1586363622.0,yoga,False,False,3b5fa2579e6c4031b02d66d4f96921f7,False,,Yoga Workout,00835264468d45239bdc1039f0dfd750,iOS_app,1586361822.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,1920.0,0.0,,,,,1586361733.0,1586347333.0,,,,Anna Greenberg,2020-04-08 16:02,Wednesday,early afternoon,April-20
1586275252.0,iPhone,1586275881.0,meditation,False,False,eb3de8754d3648f3821b0f8b9390e062,False,,Meditation Workout,bc8419abefae4805aa02ba462bfe8352,iOS_app,1586275281.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,629.0,1.0,,,,,1586275252.0,1586260852.0,,,,Aditi Shah,2020-04-07 16:00,Tuesday,early afternoon,April-20
1586275209.0,iPhone,1586275860.0,meditation,False,False,39b1c860f0194206987ff67a8f74a8eb,False,,Meditation Workout,bc8419abefae4805aa02ba462bfe8352,iOS_app,1586275260.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,30.0,0.0,,,,,1586275209.0,1586260809.0,,,,Aditi Shah,2020-04-07 16:00,Tuesday,early afternoon,April-20
1586189322.0,iPhone,1586189982.0,strength,False,False,12b576fd6e804b7280dd0a3f62af3f75,False,,Strength Workout,c24f7644c7a548a19a5aa4f59c36580f,iOS_app,1586189382.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,654.0,2.0,,,,,1586189322.0,1586174922.0,,,,Robin Arzón,2020-04-06 16:08,Monday,early afternoon,April-20
1586188591.0,iPhone,1586189280.0,strength,False,False,5aeeed223a7c4e919e9b372056e73b35,False,,Strength Workout,b218392a2c144539915da39271d55d76,iOS_app,1586188680.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,689.0,1.0,,,,,1586188591.0,1586174191.0,,,,Robin Arzón,2020-04-06 15:56,Monday,early afternoon,April-20
1585943447.0,iPhone,1585943597.0,yoga,False,False,c44ad6b73c9c4a29b39f750bb8fa54e3,False,,Yoga Workout,ce15741b58a94610b89dba9d81f89506,iOS_app,1585943509.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,89.0,54.0,,,,,1585943447.0,1585929047.0,,,,Anna Greenberg,2020-04-03 19:50,Friday,evening,April-20
