,created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,created,device_time_created_at,strava_id,fitbit_id,effort_zones,ride,instructor_name
58,1618836085,iPhone,1618836413.0,meditation,False,False,ea4c246ba89c424fa09e639fa33dc346,False,,Meditation Workout,5da2467fb304406f8ba5536a3786067e,iOS_app,1618836113,COMPLETE,America/New_York,,0.0,59e3bfdb1bea41e389420210ae78ee68,class,327,2,328.0,0.0,,,1618836085,1618821685,,,,,Ross Rayburn
59,1618787537,iPhone,1618787716.0,strength,False,False,5126b819275f4bb9b26c39c48f528c81,False,,Strength Workout,054fce176a2f4be396aeb4095b278428,iOS_app,1618787566,COMPLETE,America/New_York,,0.0,59e3bfdb1bea41e389420210ae78ee68,class,174,3,149.0,0.0,,,1618787537,1618773137,,,,,Adrian Williams
60,1618772946,iPhone,1618773246.0,running,False,False,ca5de6abc6a846e8a98bccb29030093e,False,,Running Workout,fc89e13b15f34056bc67e216f526fcb2,iOS_app,1618772976,COMPLETE,America/New_York,,0.0,59e3bfdb1bea41e389420210ae78ee68,class,287,6,263.0,5.0,,,1618772946,1618758546,,,,,Olivia Amato
61,1618611495,iPhone,1618611671.0,strength,False,False,0cff3f295d884b0d9eec5fc879a3f3d1,False,,Strength Workout,abbe9f0a95844216a7fff1683ef52334,iOS_app,1618611525,COMPLETE,America/New_York,,0.0,59e3bfdb1bea41e389420210ae78ee68,class,144,3,167.0,3.0,,,1618611495,1618597095,,,,,Jess Sims
62,1618609381,home_bike_plus,1618610143.0,cycling,True,True,1332b416e1ab4596ba981d13dc3426a4,False,cycling,Cycling Workout,23f2d1f106af4006b777e0e8ff683457,home_bike,1618609555,COMPLETE,Etc/GMT+4,,25035.41,59e3bfdb1bea41e389420210ae78ee68,class,750,1,757.0,1.0,,,1618609381,1618594981,,,,,Tunde Oyeneyin
63,1618606445,home_bike_plus,1618608651.0,cycling,True,True,9d01d94c8cc64cbb8a2bf12d3aed80ad,False,cycling,Cycling Workout,c695c8fcb6414ca38865ac8d1fd6e1c4,home_bike,1618606855,COMPLETE,Etc/GMT+4,,304806.0,59e3bfdb1bea41e389420210ae78ee68,class,2190,1,2355.0,0.0,,,1618606445,1618592045,,,,,Tunde Oyeneyin
64,1618582245,home_bike_plus,1618584300.0,cycling,True,True,dd3d9d1e858d489383c556d02557e9f9,False,cycling,Cycling Workout,49266e8b778a42d3976a9932e8f2150a,home_bike,1618582505,COMPLETE,Etc/GMT+4,,205841.92,59e3bfdb1bea41e389420210ae78ee68,class,1831,0,1968.0,2.0,,,1618582245,1618567845,,,,,Alex Toussaint
65,1618342858,home_bike_plus,1618343159.0,cycling,True,True,807c1a920416479897cf169307f639b2,False,cycling,Cycling Workout,368371fdb1364813b98c92c39850cc5c,home_bike,1618342864,COMPLETE,Etc/GMT+4,,11129.85,59e3bfdb1bea41e389420210ae78ee68,class,271,0,360.0,0.0,,,1618342858,1618328458,,,,,Jess King
66,1618342781,home_bike_plus,1618342835.0,cycling,True,True,8c75e8ea2a7a4821aa5a05f5df8abdbd,False,cycling,Scenic Ride,458011da6f4140e387b6e7b6aede1dca,home_bike,1618342782,COMPLETE,Etc/GMT+4,,3055.24,59e3bfdb1bea41e389420210ae78ee68,scenic,31,0,54.0,1.0,,,1618342781,1618328381,,,,,Scenic Ride
67,1618339559,home_bike_plus,1618340788.0,strength,False,False,d8800cabe685416aad007e4acd968453,False,,Strength Workout,738134ff208646e6a76e0edcff9d0861,home_bike,1618339588,COMPLETE,Etc/GMT+4,,0.0,59e3bfdb1bea41e389420210ae78ee68,class,0,0,23.0,0.0,,,1618339559,1618325159,,,,,Chase Tucker
