,created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,created,device_time_created_at,strava_id,fitbit_id,effort_zones,instructor_name
48,1641773632,iPhone,1641773961.0,strength,False,False,97a8c03ef1604d6085271f83113c142f,False,,Strength Workout,b375b5e1a470410eb21003b3fa32250c,iOS_app,1641773661,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,317.0,0.0,,,1641773632,1641773632,,,,Marcel Maurer
49,1641769486,web,1641769622.0,strength,False,False,460ebb5b63ba4b56a9d39ce25b22b0e5,False,,Strength Workout,a50910f47c6b4f7cb8c15fffcafabe6e,web,1641769507,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,98.0,8.0,,,1641769486,1641769486,,,,Rebecca Kennedy
50,1641768947,web,1641769478.0,strength,False,False,d5a49609cf224712896971bfd44d6678,False,,Strength Workout,190eb70e49664e61aa1e7d89f28093f4,web,1641768966,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,302.0,28.0,,,1641768947,1641768947,,,,Rebecca Kennedy
51,1641768803,web,1641768914.0,strength,False,False,cc082464f4794daf94e44dc0f743dfa9,False,,Strength Workout,652d3ce313094f3b9f5c946db2198938,web,1641768822,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,91.0,17.0,,,1641768803,1641768803,,,,Marcel Maurer
52,1641768288,web,1641768795.0,strength,False,False,0f7bf92a07ec4472973865a4c842739a,False,,Strength Workout,d8c69d495e0d4359a171471cc0a133d3,web,1641768363,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,493.0,10.0,,,1641768288,1641768288,,,,Marcel Maurer
53,1641764243,web,1641764393.0,strength,False,False,624e5344462e4192b759256a4af832fe,False,,Strength Workout,9a8d1397c3f7445e8d172eaa6494c8ef,web,1641764260,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,109.0,17.0,,,1641764243,1641764243,,,,Rebecca Kennedy
54,1641764147,web,1641764215.0,strength,False,False,c04fd62f8b3e4d54a742da672c038b41,False,,Strength Workout,c77bf5aeec1e443687efd15f46cf06cd,web,1641764162,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,55.0,11.0,,,1641764147,1641764147,,,,Rebecca Kennedy
55,1641764055,web,1641764126.0,strength,False,False,d49e69fd0fe64ac596bd250b0302fa0f,False,,Strength Workout,be1b367a61e242c99f24122da4c53091,web,1641764070,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,36.0,20.0,,,1641764055,1641764055,,,,Jess Sims
56,1641762879,web,1641762944.0,strength,False,False,6a18f42cefad474e88c50e3b85fdb0be,False,,Strength Workout,2949e72fe26f4caeab3c4a5519b27acc,web,1641762894,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,33.0,31.0,,,1641762879,1641762879,,,,Marcel Maurer
57,1641762293,web,1641762484.0,strength,False,False,bf4ccc6a0c9b4f1d85758a047c6c44bc,False,,Strength Workout,f9cd39a2995840788ce4ae9ad7c8df44,web,1641762308,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,181.0,8.0,,,1641762293,1641762293,,,,Marcel Maurer
